6080703,1,ally,Katarina,00:01:18,twiste fate u want both ?
6080703,1,ally,Katarina,00:11:05,gank garen go start the gank
6080703,1,ally,Katarina,00:11:49,fils de putte report
6080703,1,ally,Katarina,00:12:06,ks
6080703,1,ally,Katarina,00:12:18,lol omg ks
6080703,1,ally,Katarina,00:12:25,report scuse me
6080703,1,ally,Katarina,00:13:00,U MAD ?
6080703,1,ally,Katarina,00:13:33,tyl
6080703,1,ally,Katarina,00:13:55,lol umad 3 3 3
6080703,1,ally,Katarina,00:14:01,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
6080703,1,ally,Katarina,00:14:10,---
6080703,1,ally,Katarina,00:16:43,tyl lol UMAD
6080703,1,ally,Katarina,00:17:01,e e e
6080703,1,ally,Katarina,00:18:02,tytl U MAD
6080703,1,ally,Katarina,00:18:20,yes <3 yes <3
6080703,1,ally,Katarina,00:18:28,yes<3 eee e
6080703,1,ally,Katarina,00:18:34,e e e e e e e e e e
6080703,1,ally,Katarina,00:20:04,LOVE U<3
6080703,1,ally,Katarina,00:30:34,report twited fait
6080703,1,ally,Katarina,00:33:17,ur bo
6080703,1,ally,Kha'Zix,00:06:34,omg
6080703,1,ally,Kha'Zix,00:09:02,epic fail
6080703,1,ally,Kha'Zix,00:09:27,ok guys calm down focusss
6080703,1,ally,Kha'Zix,00:11:08,epic fail ..............
6080703,1,ally,Kha'Zix,00:11:43,tf..
6080703,1,ally,Kha'Zix,00:12:56,omg
6080703,1,ally,Kha'Zix,00:13:16,wtf
6080703,1,ally,Kha'Zix,00:15:40,tf stop
6080703,1,ally,Kha'Zix,00:16:14,wow
6080703,1,ally,Kha'Zix,00:19:01,thx rengar
6080703,1,ally,Kha'Zix,00:20:31,YOU CAN SHUT HIS CHAT BY CLICKING THE BUTTON NEXT TO HIS NAME ALL THE WAY TO THE RIGHT
6080703,1,ally,Kha'Zix,00:22:29,taco you ass
6080703,1,ally,Kha'Zix,00:22:54,thats why you shouldve followed
6080703,1,ally,Kha'Zix,00:24:47,finally
6080703,1,ally,Kha'Zix,00:25:07,don't
6080703,1,ally,Kha'Zix,00:32:36,just stop his chat
6080703,1,ally,Rengar,00:11:37,just shut up
6080703,1,ally,Rengar,00:13:26,fate plz stop
6080703,1,ally,Rengar,00:15:31,SSSSSSSSHUT UP v v v v
6080703,1,ally,Rengar,00:16:19,shut up
6080703,1,ally,Rengar,00:18:25,help top
6080703,1,ally,Rengar,00:19:05,....
6080703,1,ally,Rengar,00:21:44,gj
6080703,1,ally,Rengar,00:22:39,i neeed health
6080703,1,ally,Teemo,00:06:51,really wut
6080703,1,ally,Teemo,00:06:58,u got 7 pot stfu lol
6080703,1,ally,Teemo,00:08:34,mmh
6080703,1,ally,Teemo,00:08:40,pretty sure its worth got --- gold
6080703,1,ally,Teemo,00:08:48,he got ---
6080703,1,ally,Teemo,00:09:08,ur dumb tf
6080703,1,ally,Teemo,00:09:14,look at ur farm ur farming mid
6080703,1,ally,Teemo,00:09:22,alone
6080703,1,ally,Teemo,00:09:32,dun worry tf carry
6080703,1,ally,Teemo,00:10:12,mia& mia?
6080703,1,ally,Teemo,00:10:19,0/1 LOL
6080703,1,ally,Teemo,00:10:46,sorry ur too good 0/1
6080703,1,ally,Teemo,00:11:09,with 2 kills? no
6080703,1,ally,Teemo,00:11:24,dat tf
6080703,1,ally,Teemo,00:11:46,DAT TF LOL KS AHAHAHAHAHAH
6080703,1,ally,Teemo,00:11:52,KS ks
