400008,1,0,Intentionally Feeding,2,0,4,1911
400820,0,0,Negative Attitude,3,1,7,1720
400820,1,0,Offensive Language,2,1,7,1399
400477,0,0,Intentionally Feeding,3,1,10,1606
400477,1,0,Assisting Enemy Team,3,0,10,1902
400477,2,0,Assisting Enemy Team,3,0,10,1430
400562,0,0,Offensive Language,3,0,4,2035
400562,1,0,Verbal Abuse,1,0,4,2927
400525,0,0,Intentionally Feeding,1,0,1,2793
400111,0,0,Intentionally Feeding,4,3,22,1219
400111,1,0,Intentionally Feeding,3,1,22,1251
400111,2,0,Intentionally Feeding,3,1,22,1226
400111,3,0,Intentionally Feeding,2,2,22,1338
400111,4,0,Negative Attitude,1,2,22,1336
400112,0,0,Assisting Enemy Team,1,3,13,1624
400112,1,1,Intentionally Feeding,0,3,13,1220
400112,2,0,Offensive Language,3,0,13,1578
400112,3,1,Offensive Language,0,3,13,1065
400802,0,0,Intentionally Feeding,3,0,6,1676
400802,1,0,Negative Attitude,2,1,6,2224
400462,0,0,Verbal Abuse,3,1,11,2137
400462,1,0,Verbal Abuse,2,2,11,1478
400462,2,0,Offensive Language,1,2,11,2317
400285,0,1,Offensive Language,0,4,14,2284
400285,1,1,Negative Attitude,0,4,14,2152
400285,2,0,Assisting Enemy Team,2,1,14,1269
400285,3,0,Intentionally Feeding,3,0,14,1892
400773,0,0,Offensive Language,3,0,8,2153
400773,1,0,Offensive Language,2,0,8,1818
400773,2,0,Offensive Language,0,1,8,1243
400773,3,0,Offensive Language,1,0,8,1460
400773,4,0,Verbal Abuse,1,0,8,1527
400543,0,0,Intentionally Feeding,2,0,5,1882
400543,1,0,Assisting Enemy Team,2,0,5,1214
400543,2,0,Verbal Abuse,0,1,5,1758
400666,0,0,Assisting Enemy Team,3,1,7,2073
400666,1,0,Intentionally Feeding,3,0,7,1963
400640,0,0,Verbal Abuse,2,2,8,2527
400640,1,0,Spamming,0,2,8,1965
400640,2,0,Inappropriate Name,0,1,8,1514
400640,3,0,Offensive Language,1,0,8,1530
400381,0,0,Offensive Language,1,1,4,2725
400381,1,0,Offensive Language,2,0,4,2431
400242,0,0,Offensive Language,0,1,2,1925
400242,1,0,Negative Attitude,0,1,2,1215
400120,0,0,Intentionally Feeding,2,0,8,2259
400120,1,0,Negative Attitude,2,0,8,2052
400120,2,0,Verbal Abuse,2,0,8,2067
400120,3,0,Intentionally Feeding,2,0,8,1417
400997,0,1,Offensive Language,0,3,5,1066
400997,1,0,Intentionally Feeding,2,0,5,1399
400834,0,1,Offensive Language,0,3,8,1646
400834,1,0,Spamming,3,0,8,3286
400834,2,0,Intentionally Feeding,2,0,8,2779
400803,0,0,Offensive Language,1,4,6,1551
400803,1,0,Offensive Language,0,1,6,1266
400067,0,0,Offensive Language,3,0,5,3119
400067,1,0,Spamming,2,0,5,1216
400846,0,0,Negative Attitude,2,0,8,1019
400846,1,0,Verbal Abuse,2,0,8,1570
400846,2,0,Assisting Enemy Team,1,1,8,2266
400846,3,0,Verbal Abuse,2,0,8,1564
400814,0,0,Verbal Abuse,1,2,6,1461
400814,1,1,Offensive Language,0,3,6,1320
400588,0,0,Intentionally Feeding,4,0,10,2310
400588,1,0,Negative Attitude,2,1,10,1815
400588,2,0,Inappropriate Name,0,3,10,1361
400402,0,0,Intentionally Feeding,0,2,10,1547
400402,1,0,Offensive Language,0,2,10,2805
400402,2,1,Offensive Language,0,2,10,2324
400402,3,1,Inappropriate Name,0,2,10,2740
400402,4,0,Intentionally Feeding,2,0,10,3349
400469,0,0,Intentionally Feeding,2,1,6,1535
400469,1,0,Assisting Enemy Team,1,2,6,1807
400631,0,0,Offensive Language,1,2,5,2147
400631,1,0,Intentionally Feeding,2,0,5,2173
400728,0,0,Negative Attitude,3,0,5,1295
400728,1,0,Assisting Enemy Team,2,0,5,1816
400937,0,0,Verbal Abuse,3,0,11,1865
400937,1,0,Verbal Abuse,1,2,11,2438
400937,2,0,Intentionally Feeding,2,1,11,1787
400937,3,0,Verbal Abuse,1,1,11,1682
400085,0,0,Negative Attitude,4,1,10,2103
400085,1,0,Intentionally Feeding,3,0,10,1873
400085,2,0,Verbal Abuse,2,0,10,2114
400309,0,0,Intentionally Feeding,2,0,8,2983
400309,1,0,Assisting Enemy Team,2,0,8,1955
400309,2,0,Verbal Abuse,1,1,8,1365
400309,3,0,Intentionally Feeding,0,2,8,1051
400911,0,0,Intentionally Feeding,1,1,6,2222
400911,1,0,Intentionally Feeding,1,0,6,1832
400911,2,0,Negative Attitude,1,0,6,2407
400911,3,0,Offensive Language,1,0,6,2733
400911,4,0,Offensive Language,0,1,6,2538
400504,0,1,Negative Attitude,0,3,9,2487
400504,1,0,Offensive Language,2,0,9,1910
400504,2,0,Assisting Enemy Team,1,1,9,1426
400504,3,0,Assisting Enemy Team,2,0,9,1802
400726,0,0,Verbal Abuse,4,0,8,2611
400726,1,0,Verbal Abuse,3,1,8,1896
400964,0,0,Offensive Language,2,0,5,1319
400964,1,0,Intentionally Feeding,2,0,5,1423
400964,2,0,Intentionally Feeding,1,0,5,2613
400138,0,0,Intentionally Feeding,3,0,10,2070
400138,1,0,Offensive Language,1,2,10,2180
400138,2,0,Offensive Language,2,0,10,1365
400138,3,0,Negative Attitude,2,0,10,1397
400971,0,0,Negative Attitude,1,2,7,1687
400971,1,0,Intentionally Feeding,1,1,7,1941
400971,2,0,Offensive Language,1,1,7,2037
400170,0,0,Verbal Abuse,3,2,7,2172
400170,1,0,Offensive Language,2,0,7,2685
400805,0,0,Negative Attitude,3,1,7,2586
400805,1,0,Intentionally Feeding,3,0,7,1961
400657,0,0,Assisting Enemy Team,4,0,8,1458
400657,1,0,Verbal Abuse,2,0,8,1282
400657,2,0,Intentionally Feeding,2,0,8,1960
400895,0,0,Verbal Abuse,1,2,11,2939
400895,1,0,Offensive Language,0,2,11,1761
400895,2,0,Offensive Language,0,2,11,2129
400895,3,0,Intentionally Feeding,2,0,11,1218
400895,4,1,Offensive Language,0,2,11,1654
400807,0,0,Assisting Enemy Team,2,1,6,2102
400807,1,0,Negative Attitude,1,2,6,1441
400048,0,0,Intentionally Feeding,2,0,6,1226
400048,1,0,Offensive Language,0,2,6,1621
400048,2,0,Offensive Language,0,2,6,928
400922,0,0,Verbal Abuse,3,0,9,2225
400922,1,0,Intentionally Feeding,2,0,9,2347
400922,2,0,Intentionally Feeding,1,1,9,2458
400922,3,0,Verbal Abuse,2,0,9,2151
400250,0,0,Offensive Language,2,1,6,1647
400250,1,0,Negative Attitude,2,0,6,1783
400250,2,0,Intentionally Feeding,0,1,6,2641
400605,0,0,Negative Attitude,0,1,3,2369
400605,1,0,Offensive Language,1,0,3,2525
400605,2,0,Offensive Language,1,0,3,2969
400491,0,0,Intentionally Feeding,1,2,11,3574
400491,1,0,Intentionally Feeding,3,0,11,2600
400491,2,0,Offensive Language,2,1,11,2395
400491,3,0,Intentionally Feeding,1,1,11,1251
400907,0,0,Offensive Language,2,0,5,1821
400907,1,0,Intentionally Feeding,1,0,5,1251
400907,2,0,Intentionally Feeding,1,0,5,1651
400907,3,0,Offensive Language,1,0,5,2356
400985,0,0,Verbal Abuse,2,0,3,1425
400985,1,0,Spamming,0,1,3,1350
400664,0,0,Intentionally Feeding,1,1,4,1434
400664,1,0,Verbal Abuse,1,1,4,2109
400417,0,0,Verbal Abuse,1,3,11,2391
400417,1,0,Intentionally Feeding,2,0,11,1394
400417,2,0,Verbal Abuse,0,2,11,2755
400417,3,0,Intentionally Feeding,2,0,11,1535
400417,4,0,Verbal Abuse,1,0,11,2285
400395,0,0,Intentionally Feeding,3,0,12,1240
400395,1,0,Verbal Abuse,2,1,12,1526
400395,2,0,Offensive Language,3,0,12,1951
400395,3,0,Offensive Language,3,0,12,1778
400437,0,0,Spamming,1,1,6,2513
400437,1,1,Verbal Abuse,0,2,6,1319
400437,2,0,Verbal Abuse,0,2,6,3323
400528,0,0,Offensive Language,2,2,6,2394
400528,1,0,Spamming,2,0,6,3302
400544,0,0,Intentionally Feeding,2,4,13,1718
400544,1,0,Verbal Abuse,2,1,13,1850
